slug,toolName,category,siteOrigin,urlType,url,evidenceLevel,usedFor,needsReview,pricingStatus,lastReviewed,verifiedAt,note
playground-ai,Playground AI,image,overseas,official-pricing,https://playground.com/design/pricing,strong,officialSourceUrl,no,confirmed,2026-06-06,2026-06-08,
playground-ai,Playground AI,image,overseas,official-terms,https://playground.com/terms,strong,sourceRef:terms,no,confirmed,2026-06-06,2026-06-08,Playground AI利用規約（公式）
playground-ai,Playground AI,image,overseas,official-help,https://help.playgroundai.com/en/articles/6848773-how-does-copyright-work-do-i-own-the-designs-i-create,strong,sourceRef:commercial,no,confirmed,2026-06-06,2026-06-08,著作権・所有権について（公式ヘルプ）
playground-ai,Playground AI,image,overseas,official-help,https://help.playgroundai.com/en/,strong,sourceRef:help,no,confirmed,2026-06-06,2026-06-08,Playground AIヘルプセンター（公式）
runway,Runway,video,overseas,official-top,https://runwayml.com,strong,officialUrl,no,confirmed,2026-06-05,2026-06-08,
runway,Runway,video,overseas,official-pricing,https://runwayml.com/pricing/,strong,officialSourceUrl,no,confirmed,2026-06-05,2026-06-08,
runway,Runway,video,overseas,official-terms,https://runwayml.com/terms-of-use/,strong,sourceRef:terms,no,confirmed,2026-06-05,2026-06-08,Runway利用規約（公式）
runway,Runway,video,overseas,official-help,https://help.runwayml.com/hc/en-us/articles/18927776141715-Usage-rights,strong,sourceRef:commercial,no,confirmed,2026-06-05,2026-06-08,Runway利用権（使用権）について（公式ヘルプ）
runway,Runway,video,overseas,official-help,https://help.runwayml.com/hc/en-us/articles/21668707517587-Can-I-use-the-content-I-made-in-Runway-for-commercial-purposes,strong,sourceRef:commercial,no,confirmed,2026-06-05,2026-06-08,Runway：商用利用について（公式ヘルプ）
runway,Runway,video,overseas,official-pricing,https://help.runwayml.com/hc/en-us/articles/50404627334547-Free-plan-details,strong,sourceRef:help,no,confirmed,2026-06-05,2026-06-08,Runway無料プラン詳細（公式ヘルプ）
seaart-ai,SeaArt AI,image,overseas,official-top,https://www.seaart.ai/,strong,officialUrl,yes,unconfirmed,2026-06-17,2026-06-17,
seaart-ai,SeaArt AI,image,overseas,missing,,missing,pricingSourceUrl,yes,unconfirmed,2026-06-21,2026-06-17,pricingSourceUrl未設定。seaart.ai/pricing・/ja 再確認（2026-06-21）：非ログインで具体価格・通貨表示なし
seaart-ai,SeaArt AI,image,overseas,official-top,https://www.seaart.ai/ja,strong,sourceRef:official,yes,unconfirmed,2026-06-17,2026-06-17,SeaArt AI 公式サイト（日本語）
seaart-ai,SeaArt AI,image,overseas,cdn-image,https://image.cdn2.seaart.me/20250802/d2790ce8-f8e8-4ea4-a4a1-c958c728566e.html,weak,sourceRef:terms,yes,unconfirmed,2026-06-17,2026-06-17,SeaArt AI 利用規約（公式・2025年8月版）
seaart-ai,SeaArt AI,image,overseas,cdn-image,https://image.cdn2.seaart.me/20250710/e6a1e6bb-9c1b-4f63-af4e-011f28596d77.html,weak,sourceRef:policy,yes,unconfirmed,2026-06-17,2026-06-17,SeaArt AI プライバシーポリシー（公式）
stable-diffusion,Stable Diffusion,image,overseas,official-top,https://stability.ai,strong,officialUrl,yes,partial,2026-06-06,2026-06-08,
stable-diffusion,Stable Diffusion,image,overseas,official-terms,https://stability.ai/license,strong,officialSourceUrl,yes,partial,2026-06-06,2026-06-08,
stable-diffusion,Stable Diffusion,image,overseas,official-pricing,https://platform.stability.ai/pricing,strong,pricingSourceUrl,yes,partial,2026-06-06,2026-06-08,公式料金ページURLは設定済み。ただしローカル利用/API利用、月額プラン、クレジット体系の最新性は要確認。最新情報は公式サイトをご確認ください。
stable-diffusion,Stable Diffusion,image,overseas,official-news,https://stability.ai/news-updates/introducing-stable-diffusion-3-5,medium,sourceRef:official,yes,partial,2026-06-06,2026-06-08,Stable Diffusion 3.5 リリースアナウンス（公式）
stable-diffusion,Stable Diffusion,image,overseas,official-docs,https://github.com/CompVis/stable-diffusion,strong,sourceRef:docs,yes,partial,2026-06-06,2026-06-08,Stable Diffusion GitHub（CompVis）
stable-diffusion,Stable Diffusion,image,overseas,official-docs,https://github.com/AUTOMATIC1111/stable-diffusion-webui,strong,sourceRef:docs,yes,partial,2026-06-06,2026-06-08,AUTOMATIC1111 Web UI（GitHub）
stable-diffusion,Stable Diffusion,image,overseas,official-docs,https://docs.comfy.org,strong,sourceRef:docs,yes,partial,2026-06-06,2026-06-08,ComfyUI 公式ドキュメント
tensor-art,Tensor.Art,image,overseas,official-top,https://tensor.art/,strong,officialUrl,yes,partial,2026-06-17,2026-06-17,
tensor-art,Tensor.Art,image,overseas,official-terms,https://tensor.art/about/terms-of-service-new,strong,officialSourceUrl,yes,partial,2026-06-17,2026-06-17,
tensor-art,Tensor.Art,image,overseas,official-news,https://tensor.art/event/proupdate,weak,pricingSourceUrl,yes,partial,2026-06-17,2026-06-17,Proプラン案内の公式イベントページ。料金額の詳細は変更される可能性あり。専用の公式料金ページURL（/pricing等）は未確認。最新の料金は公式サイトをご確認ください。
tensor-art,Tensor.Art,image,overseas,official-top,https://tensorart.me/workflow,strong,sourceRef:docs,yes,partial,2026-06-17,2026-06-17,Tensor.Art Workflow（公式）
tensor-art,Tensor.Art,image,overseas,official-terms,https://tensor.art/about/privacy-policy,strong,sourceRef:policy,yes,partial,2026-06-17,2026-06-17,Tensor.Artプライバシーポリシー（公式）
vidu-ai,Vidu AI,video,overseas,official-top,https://www.vidu.com,strong,officialUrl,yes,unconfirmed,2026-06-21,2026-06-21,
vidu-ai,Vidu AI,video,overseas,official-pricing,https://www.vidu.com/pricing,strong,officialSourceUrl,yes,unconfirmed,2026-06-21,2026-06-21,2026-06-21再確認：動的ロードのため料金・通貨取得不可
vidu-ai,Vidu AI,video,overseas,official-terms,https://www.vidu.com/terms,strong,sourceRef:terms,yes,unconfirmed,2026-06-21,2026-06-21,Vidu AI利用規約
